18:25:16.001996 IP 192.168.20.1.64725 > 239.255.255.250.1900: UDP, length 275
18:25:21.003348 IP 192.168.20.1.64725 > 239.255.255.250.1900: UDP, length 275
18:25:26.000673 IP 192.168.20.1.64725 > 239.255.255.250.1900: UDP, length 275
18:25:31.003634 IP 192.168.20.1.64725 > 239.255.255.250.1900: UDP, length 275
18:25:35.926906 ARP, Request who-has 192.168.20.135 (Broadcast) tell 192.168.20.136, length 46
18:25:35.927361 ARP, Reply 192.168.20.135 is-at 00:0c:29:6f:d4:68 (oui Unknown), length 46
18:25:36.000568 IP 192.168.20.1.64725 > 239.255.255.250.1900: UDP, length 275
18:25:36.128525 IP 192.168.20.136.38878 > 192.168.20.2.domain: 32008+ PTR? 135.20.168.192.in-addr.arpa. (45)
18:25:36.142079 IP 192.168.20.2.domain > 192.168.20.136.38878: 32008 NXDomain 0/0/0 (45)
18:25:36.143989 IP 192.168.20.136.57385 > 192.168.20.135.ssh: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:29:18.630378 IP 192.168.20.136.50397 > 192.168.20.135.1687: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.630466 IP 192.168.20.136.50397 > 192.168.20.135.1174: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.630561 IP 192.168.20.136.50397 > 192.168.20.135.3828: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.630698 IP 192.168.20.136.50397 > 192.168.20.135.1078: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.630793 IP 192.168.20.136.50397 > 192.168.20.135.5910: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.630891 IP 192.168.20.136.50397 > 192.168.20.135.32778: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.630978 IP 192.168.20.136.50397 > 192.168.20.135.14000: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.631071 IP 192.168.20.136.50397 > 192.168.20.135.987: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.631233 IP 192.168.20.136.50397 > 192.168.20.135.2200: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.631320 IP 192.168.20.136.50397 > 192.168.20.135.1064: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.631452 IP 192.168.20.136.50397 > 192.168.20.135.15742: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.631674 IP 192.168.20.136.50397 > 192.168.20.135.19350: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.631735 IP 192.168.20.136.50397 > 192.168.20.135.34573: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.631858 IP 192.168.20.136.50397 > 192.168.20.135.5633: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.631956 IP 192.168.20.136.50397 > 192.168.20.135.5100: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.632044 IP 192.168.20.136.50397 > 192.168.20.135.9917: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.632164 IP 192.168.20.136.50397 > 192.168.20.135.6: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.632253 IP 192.168.20.136.50397 > 192.168.20.135.9502: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.632348 IP 192.168.20.136.50397 > 192.168.20.135.222: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.632472 IP 192.168.20.136.50397 > 192.168.20.135.6101: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.632572 IP 192.168.20.136.50397 > 192.168.20.135.8099: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.632665 IP 192.168.20.136.50397 > 192.168.20.135.3889: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.632764 IP 192.168.20.136.50397 > 192.168.20.135.nfs: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.632886 IP 192.168.20.136.50397 > 192.168.20.135.6129: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.632983 IP 192.168.20.136.50397 > 192.168.20.135.9900: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.633069 IP 192.168.20.136.50397 > 192.168.20.135.5825: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.633203 IP 192.168.20.136.50397 > 192.168.20.135.ripd: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.633305 IP 192.168.20.136.50397 > 192.168.20.135.14442: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.633401 IP 192.168.20.136.50397 > 192.168.20.135.3013: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.633494 IP 192.168.20.136.50397 > 192.168.20.135.9503: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.633603 IP 192.168.20.136.50397 > 192.168.20.135.7627: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.633644 IP 192.168.20.136.50397 > 192.168.20.135.1062: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.633687 IP 192.168.20.136.50397 > 192.168.20.135.afs3-fileserver: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.633723 IP 192.168.20.136.50397 > 192.168.20.135.8181: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.633758 IP 192.168.20.136.50397 > 192.168.20.135.31038: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.633793 IP 192.168.20.136.50397 > 192.168.20.135.1152: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.633828 IP 192.168.20.136.50397 > 192.168.20.135.52673: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.633863 IP 192.168.20.136.50397 > 192.168.20.135.1998: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.633897 IP 192.168.20.136.50397 > 192.168.20.135.6881: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.633985 IP 192.168.20.136.50397 > 192.168.20.135.8292: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.634025 IP 192.168.20.136.50397 > 192.168.20.135.1301: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.634068 IP 192.168.20.136.50397 > 192.168.20.135.1073: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.634109 IP 192.168.20.136.50397 > 192.168.20.135.6100: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.634169 IP 192.168.20.136.50397 > 192.168.20.135.1971: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.634206 IP 192.168.20.136.50397 > 192.168.20.135.3703: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.634312 IP 192.168.20.135.2260 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.634358 IP 192.168.20.135.1461 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.634452 IP 192.168.20.135.bgpd > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.634472 IP 192.168.20.135.9500 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.634522 IP 192.168.20.135.gnutella-svc > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.634533 IP 192.168.20.135.1687 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.634581 IP 192.168.20.135.1174 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.634593 IP 192.168.20.135.3828 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.634680 IP 192.168.20.135.1078 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.634693 IP 192.168.20.135.5910 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.634741 IP 192.168.20.135.32778 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.634754 IP 192.168.20.135.14000 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.634919 IP 192.168.20.135.987 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.634932 IP 192.168.20.135.2200 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.634976 IP 192.168.20.135.1064 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.634987 IP 192.168.20.135.15742 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635042 IP 192.168.20.135.19350 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635053 IP 192.168.20.135.34573 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635127 IP 192.168.20.135.5633 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635139 IP 192.168.20.135.5100 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635187 IP 192.168.20.135.9917 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635208 IP 192.168.20.135.6 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635303 IP 192.168.20.135.9502 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635315 IP 192.168.20.135.222 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635363 IP 192.168.20.135.6101 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635376 IP 192.168.20.135.8099 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635422 IP 192.168.20.135.3889 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635432 IP 192.168.20.135.nfs > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635483 IP 192.168.20.135.6129 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635494 IP 192.168.20.135.9900 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635611 IP 192.168.20.135.5825 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635627 IP 192.168.20.135.ripd > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635686 IP 192.168.20.135.14442 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635698 IP 192.168.20.135.3013 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635746 IP 192.168.20.135.9503 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635757 IP 192.168.20.135.7627 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635810 IP 192.168.20.135.1062 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635821 IP 192.168.20.135.afs3-fileserver > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635869 IP 192.168.20.135.8181 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635888 IP 192.168.20.135.31038 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635936 IP 192.168.20.135.1152 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635946 IP 192.168.20.135.52673 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.635994 IP 192.168.20.135.1998 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.636005 IP 192.168.20.135.6881 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.636051 IP 192.168.20.135.8292 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.636062 IP 192.168.20.135.1301 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.636110 IP 192.168.20.135.1073 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.636121 IP 192.168.20.135.6100 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.636208 IP 192.168.20.135.1971 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.636224 IP 192.168.20.135.3703 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.636458 IP 192.168.20.136.50397 > 192.168.20.135.3809: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.636572 IP 192.168.20.136.50397 > 192.168.20.135.1085: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.636584 IP 192.168.20.136.50397 > 192.168.20.135.bacula-sd: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.636636 IP 192.168.20.136.50397 > 192.168.20.135.2099: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.636700 IP 192.168.20.136.50397 > 192.168.20.135.1081: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.636712 IP 192.168.20.136.50397 > 192.168.20.135.1455: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.636805 IP 192.168.20.136.50397 > 192.168.20.135.1050: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.636818 IP 192.168.20.136.50397 > 192.168.20.135.3814: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.636920 IP 192.168.20.136.50397 > 192.168.20.135.30951: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.636933 IP 192.168.20.136.50397 > 192.168.20.135.7741: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.637022 IP 192.168.20.136.50397 > 192.168.20.135.52869: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.637034 IP 192.168.20.136.50397 > 192.168.20.135.8090: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.637135 IP 192.168.20.136.50397 > 192.168.20.135.1311: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.637150 IP 192.168.20.136.50397 > 192.168.20.135.3905: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.637243 IP 192.168.20.136.50397 > 192.168.20.135.2998: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.637256 IP 192.168.20.136.50397 > 192.168.20.135.1048: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.637354 IP 192.168.20.136.50397 > 192.168.20.135.16992: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.637531 IP 192.168.20.136.50397 > 192.168.20.135.35500: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.637638 IP 192.168.20.136.50397 > 192.168.20.135.1067: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.637652 IP 192.168.20.136.50397 > 192.168.20.135.20221: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.637751 IP 192.168.20.136.50397 > 192.168.20.135.echo: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.637764 IP 192.168.20.136.50397 > 192.168.20.135.32: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.637853 IP 192.168.20.136.50397 > 192.168.20.135.1021: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.637866 IP 192.168.20.136.50397 > 192.168.20.135.8009: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.637965 IP 192.168.20.136.50397 > 192.168.20.135.qotd: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.637978 IP 192.168.20.136.50397 > 192.168.20.135.33: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.638183 IP 192.168.20.136.50397 > 192.168.20.135.5101: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.638254 IP 192.168.20.136.50397 > 192.168.20.135.417: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.638268 IP 192.168.20.136.50397 > 192.168.20.135.50300: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.638357 IP 192.168.20.136.50397 > 192.168.20.135.chargen: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.638463 IP 192.168.20.136.50397 > 192.168.20.135.aol: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.638476 IP 192.168.20.136.50397 > 192.168.20.135.49160: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.638574 IP 192.168.20.136.50397 > 192.168.20.135.7201: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.638586 IP 192.168.20.136.50397 > 192.168.20.135.1047: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.638688 IP 192.168.20.136.50397 > 192.168.20.135.49153: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.638706 IP 192.168.20.136.50397 > 192.168.20.135.146: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.638797 IP 192.168.20.136.50397 > 192.168.20.135.33899: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.638810 IP 192.168.20.136.50397 > 192.168.20.135.kerberos-adm: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.638898 IP 192.168.20.136.50397 > 192.168.20.135.1580: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.638910 IP 192.168.20.136.50397 > 192.168.20.135.14441: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.639016 IP 192.168.20.136.50397 > 192.168.20.135.6502: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.639025 IP 192.168.20.136.50397 > 192.168.20.135.2021: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.639062 IP 192.168.20.136.50397 > 192.168.20.135.311: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.639069 IP 192.168.20.136.50397 > 192.168.20.135.6059: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.639142 IP 192.168.20.136.50397 > 192.168.20.135.7937: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.639154 IP 192.168.20.136.50397 > 192.168.20.135.2557: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.639205 IP 192.168.20.136.50397 > 192.168.20.135.5810: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.639217 IP 192.168.20.136.50397 > 192.168.20.135.login: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.639281 IP 192.168.20.136.50397 > 192.168.20.135.4129: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.639291 IP 192.168.20.136.50397 > 192.168.20.135.6567: Flags [S], seq 3343780906, win 1024, options [mss 1460], length 0
18:29:18.639372 IP 192.168.20.135.3809 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.639379 IP 192.168.20.135.1085 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.639424 IP 192.168.20.135.bacula-sd > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.639511 IP 192.168.20.135.2099 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.639616 IP 192.168.20.135.1081 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.639630 IP 192.168.20.135.1455 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.639684 IP 192.168.20.135.1050 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.639696 IP 192.168.20.135.3814 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.639745 IP 192.168.20.135.30951 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.639755 IP 192.168.20.135.7741 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.639887 IP 192.168.20.135.52869 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.639900 IP 192.168.20.135.8090 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.640026 IP 192.168.20.135.1311 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.640041 IP 192.168.20.135.3905 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.640092 IP 192.168.20.135.2998 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.640135 IP 192.168.20.135.1048 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
18:29:18.640198 IP 192.168.20.135.16992 > 192.168.20.136.50397: Flags [R.], seq 0, ack 3343780907, win 0, length 0
